keyphrase_stem,keyphrase_eg,count,valid,trait,globalchange
metabolom,metabolomics,552,0,NA,NA
methan,methane,552,NA,NA,1
global chang biolog,global change biology,551,NA,NA,1
genet drift,genetic drift,550,NA,1,NA
introgress,introgression,550,0,NA,NA
spectroscopi,spectroscopy,550,0,NA,NA
surfac complex,surface complexation,550,0,NA,NA
tropic environ,tropical environment,550,0,NA,NA
adapt manag,adaptive management,549,0,NA,NA
bacteri growth,bacterial growth,549,NA,1,NA
silicon,silicon,549,0,NA,NA
extrem weather,extreme weather,548,NA,NA,1
import driver,important driver,548,0,NA,NA
microalga,microalga,548,0,NA,NA
temperatur rang,temperature range,548,NA,NA,1
wast treatment,waste treatment,548,NA,NA,1
evid suggest,evidence suggests,547,0,NA,NA
gene locus,gene locus,547,NA,1,NA
herbac plant,herbaceous plants,547,0,NA,NA
metagenom,metagenomics,547,0,NA,NA
pollut toler,pollution tolerance,547,NA,1,NA
promot region,promoter region,547,0,NA,NA
agricultur manag,agricultural management,546,NA,NA,1
densiti function theori,density functional theory,546,0,NA,NA
ecosystem structur,ecosystem structure,546,NA,1,NA
summer,summer,546,0,NA,NA
adapt evolut,adaptive evolution,545,0,NA,NA
assembl rule,assembly rule,545,0,NA,NA
forest cover,forest cover,545,NA,NA,1
import sourc,important source,545,0,NA,NA
membran stabil,membrane stability,545,NA,1,NA
plant ecolog,plant ecology,545,0,NA,NA
shoot growth,shoot growth,545,NA,1,NA
cell,cells,544,NA,1,NA
deforest,deforestation,544,NA,NA,1
environment remedi,environmental remediation,544,NA,NA,1
genet gain,genetic gains,544,NA,1,NA
signific genet,significant genetic,544,0,NA,NA
speci belong,species belonging,543,0,NA,NA
linear mix model,linear mixed models,542,0,NA,NA
toxic metal,toxic metals,542,NA,NA,1
adapt potenti,adaptive potential,541,0,NA,NA
addit effect,additive effects,541,0,NA,NA
belowground biomass,belowground biomass,541,NA,1,NA
negat charg,negatively charged,540,0,NA,NA
flower stage,flowering stage,539,NA,1,NA
freundlich model,freundlich model,539,0,NA,NA
rainf condit,rainfed conditions,539,0,NA,NA
drought toler trait,drought tolerance traits,537,NA,1,NA
endophyt,endophyte,537,0,NA,NA
flame retard,flame retardant,537,NA,NA,1
gas chromatographi,gas chromatography,537,0,NA,NA
urban green,urban green,537,NA,NA,1
nematod,nematode,536,0,NA,NA
temperatur regim,temperature regimes,536,NA,NA,1
tempor scale,temporal scales,536,0,NA,NA
trait affect,traits affect,536,NA,1,NA
chitosan,chitosan,535,0,NA,NA
glucos,glucose,535,0,NA,NA
drought sensit,drought sensitive,534,NA,1,NA
larval develop,larval development,534,NA,1,NA
phylogenet tree,phylogenetic tree,534,0,NA,NA
rise temperatur,rising temperatures,534,NA,NA,1
solubl protein,soluble protein,534,NA,?,NA
feed,feeding,533,NA,1,NA
life cycl stage,life cycle stages,533,NA,1,NA
polycycl aromat,polycyclic aromatic,533,0,NA,NA
invertebr communiti,invertebrate communities,532,0,NA,NA
mechan,mechanism,532,0,NA,NA
nuclear magnet,nuclear magnetic,532,0,NA,NA
factor analysi,factor analysis,531,0,NA,NA
iberian peninsula,iberian peninsula,531,0,NA,NA
mental health,mental health,531,NA,1,NA
phylogenet signal,phylogenetic signal,531,0,NA,NA
silica,silica,531,0,NA,NA
total solubl,total soluble,531,0,NA,NA
breed approach,breeding approaches,530,0,NA,NA
effect remov,effective removal,530,0,NA,NA
juvenil,juvenile,530,0,NA,NA
pollut water,polluted water,530,NA,NA,1
potabl water,potable water,530,NA,NA,1
snail,snail,530,0,NA,NA
magnesium,magnesium,529,0,NA,NA
migrat,migration,529,0,NA,NA
anti-bacteri agent,anti-bacterial agents,528,0,NA,NA
ecolog relev,ecologically relevant,528,0,NA,NA
medicin plant,medicinal plant,528,0,NA,NA
neoplasm,neoplasms,528,0,NA,NA
show signific differ,showed significant differences,528,0,NA,NA
water environ,water environment,528,NA,NA,1
algal bloom,algal bloom,527,NA,1,NA
ecolog strategi,ecological strategies,527,0,NA,NA
food secur,food security,527,NA,1,NA
regulatori mechan,regulatory mechanism,527,0,NA,NA
alcohol,alcohol,526,0,NA,NA
anthropogen pressur,anthropogenic pressures,526,0,NA,NA
iran,iran,526,0,NA,NA
wheat yield,wheat yield,526,NA,1,NA
matur,maturation,525,0,NA,NA
predator-prey interact,predator-prey interaction,525,0,NA,NA
graphit,graphite,524,0,NA,NA
rat,rat,524,0,NA,NA
rodent,rodent,524,0,NA,NA
select base,selection based,524,0,NA,NA
nuclear magnet reson spectroscopi,nuclear magnetic resonance spectroscopy,523,0,NA,NA
aquacultur,aquaculture,522,0,NA,NA
mix forest,mixed forest,522,0,NA,NA
host-pathogen interact,host-pathogen interactions,521,0,NA,NA
leaf area index,leaf area index,521,NA,1,NA
sorghum bicolor,sorghum bicolor,521,0,NA,NA
trace metal,trace metal,521,NA,NA,1
communiti function,community functional,520,NA,1,NA
forest communiti,forest communities,520,0,NA,NA
ftir,ftir,520,0,NA,NA
speci group,species groups,520,0,NA,NA
isotop discrimin,isotope discrimination,519,0,NA,NA
humid,humidity,518,NA,NA,1
increas product,increased productivity,518,NA,1,NA
industri wastewat,industrial wastewater,518,NA,NA,1
phaseolus vulgari,phaseolus vulgaris,518,0,NA,NA
strong posit,strong positive,518,0,NA,NA
western europ,western europe,518,0,NA,NA
analysi of varianc,analysis of variance,517,0,NA,NA
editori offic,editorial office,517,0,NA,NA
factori experi,factorial experiment,517,0,NA,NA
inocul,inoculation,517,0,NA,NA
speci increas,species increased,517,0,NA,NA
ecolog communiti,ecological communities,516,0,NA,NA
optim condit,optimal conditions,516,0,NA,NA
polymorph,polymorphism,516,NA,1,NA
transcriptom analysi,transcriptome analysis,516,0,NA,NA
cadmium compound,cadmium compounds,515,0,NA,NA
ecolog consequ,ecological consequences,515,0,NA,NA
inhibitori effect,inhibitory effect,515,0,NA,NA
meta analysi,meta analysis,515,0,NA,NA
systemat review,systematic review,513,0,NA,NA
cation,cation,512,0,NA,NA
find reveal,findings reveal,512,0,NA,NA
obtain result,obtained results,512,0,NA,NA
"sequenc analysis, dna","sequence analysis, dna",512,0,NA,NA
success invad,successful invaders,512,0,NA,NA
dairi cattl,dairy cattle,511,NA,NA,1
forest structur,forest structure,511,0,NA,NA
function genom,functional genomics,511,NA,1,NA
growth condit,growth conditions,511,NA,1,NA
histori strategi,history strategies,511,NA,1,NA
livestock,livestock,511,NA,NA,1
model base,model based,511,0,NA,NA
natur occur,naturally occurring,511,0,NA,NA
plant morpholog,plant morphology,511,NA,1,NA
popul model,population modeling,511,0,NA,NA
close relat speci,closely related species,510,0,NA,NA
laboratori condit,laboratory conditions,510,0,NA,NA
long-term chang,long-term change,510,0,NA,NA
energi metabol,energy metabolism,509,NA,1,NA
improv program,improvement programs,509,0,NA,NA
posit associ,positive association,509,0,NA,NA
forest canopi,forest canopy,508,0,NA,NA
genet studi,genetic studies,508,0,NA,NA
temperatur gradient,temperature gradient,508,NA,NA,1
total phosphorus,total phosphorus,508,NA,NA,1
aluminum,aluminum,507,NA,NA,1
blackwel verlag,blackwell verlag,507,0,NA,NA
forest type,forest types,507,0,NA,NA
gene identif,gene identification,507,0,NA,NA
"models, genet","models, genetic",507,0,NA,NA
sugar,sugar,507,0,NA,NA
environment impact assess,environmental impact assessment,506,0,NA,NA
neural network,neural network,506,0,NA,NA
watersh,watershed,506,0,NA,NA
genet transform,genetic transformation,505,0,NA,NA
root length,root length,505,NA,1,NA
small number,small number,505,0,NA,NA
improv water,improved water,504,0,NA,NA
local environment,local environmental,504,0,NA,NA
messeng rna,messenger rna,504,0,NA,NA
pinus,pinus,504,0,NA,NA
virul,virulence,504,NA,1,NA
compost,composting,503,0,NA,NA
genet mechan,genetic mechanisms,503,0,NA,NA
plant transpir,plant transpiration,503,NA,1,NA
predict futur,predict future,503,0,NA,NA
virul trait,virulence traits,503,NA,1,NA
carbon materi,carbon materials,502,NA,1,NA
major factor,major factor,502,0,NA,NA
plant hydraul,plant hydraulic,502,NA,1,NA
seed product,seed production,502,NA,1,NA
gene encod,genes encoding,501,0,NA,NA
pig,pig,501,0,NA,NA
pseudo-second-ord model,pseudo-second-order model,501,0,NA,NA
spatial heterogen,spatial heterogeneity,501,0,NA,NA
urban habitat,urban habitats,501,NA,NA,1
kernel weight,kernel weight,500,0,NA,NA
normal differ,normalized difference,500,0,NA,NA
sodium,sodium,500,NA,1,NA
spatial explicit,spatially explicit,500,0,NA,NA
stomat closur,stomatal closure,500,0,NA,NA
catchment,catchments,499,0,NA,NA
highest valu,highest values,499,0,NA,NA
oxid process,oxidation process,499,NA,1,NA
photoperiod,photoperiod,499,NA,1,NA
tetracyclin,tetracycline,499,0,NA,NA
tumor cell line,tumor cell line,499,0,NA,NA
veterinari medicin,veterinary medicine,499,0,NA,NA
barley,barley,498,0,NA,NA
freundlich isotherm,freundlich isotherm,498,0,NA,NA
lichen,lichen,498,0,NA,NA
lower level,lower levels,498,0,NA,NA
mountain region,mountain region,498,0,NA,NA
studi assess,study assessed,498,0,NA,NA
bioassay,bioassay,497,0,NA,NA
fitness-rel trait,fitness-related traits,497,NA,1,NA
linear relationship,linear relationship,497,0,NA,NA
morphometri,morphometry,497,NA,1,NA
negat influenc,negative influence,497,0,NA,NA
photodegrad,photodegradation,497,NA,NA,1
pinus sylvestri,pinus sylvestris,497,0,NA,NA
woodland,woodland,497,0,NA,NA
adsorpt properti,adsorption properties,496,NA,1,NA
combust,combustion,496,NA,1,NA
perform trait,performance traits,496,NA,1,NA
recent research,recent research,496,0,NA,NA
signific negat correl,significant negative correlation,496,0,NA,NA
water absorpt,water absorption,496,NA,1,NA
x-ray spectroscopi,x-ray spectroscopy,496,0,NA,NA
current climat,current climate,495,NA,NA,1
hydrogel,hydrogels,495,0,NA,NA
mine,mining,495,NA,NA,1
sex differ,sex difference,495,0,NA,NA
thermoregul,thermoregulation,495,NA,1,NA
factor determin,factors determining,494,0,NA,NA
sexual dimorph,sexual dimorphism,494,0,NA,NA
alpin meadow,alpine meadow,493,0,NA,NA
anura,anura,493,0,NA,NA
benthic communiti,benthic communities,493,0,NA,NA
coastal ecosystem,coastal ecosystems,493,0,NA,NA
extracellular polymer,extracellular polymeric,493,0,NA,NA
metal-organ framework,metal-organic frameworks,493,0,NA,NA
theoret studi,theoretical study,493,0,NA,NA
benthic macroinvertebr,benthic macroinvertebrates,492,0,NA,NA
gastropoda,gastropoda,492,0,NA,NA
habitat conserv,habitat conservation,492,0,NA,NA
high-throughput sequenc,high-throughput sequencing,492,0,NA,NA
higher water,higher water,492,0,NA,NA
paddi field,paddy field,492,0,NA,NA
respons trait,response traits,492,NA,1,NA
analysi suggest,analysis suggested,491,0,NA,NA
copper compound,copper compounds,491,0,NA,NA
drought period,drought periods,491,NA,NA,1
higher number,higher number,491,0,NA,NA
lead compound,lead compounds,491,0,NA,NA
morpholog charact,morphological characters,491,0,NA,NA
plant stoma,plant stoma,491,0,NA,NA
genet modifi,genetically modified,490,0,NA,NA
invas alien speci,invasive alien species,490,NA,NA,1
mexico [north america],mexico [north america],490,0,NA,NA
nativ forest,native forest,490,0,NA,NA
previous research,previous research,490,0,NA,NA
yield increas,yield increase,490,NA,1,NA
geograph origin,geographic origin,489,0,NA,NA
rapid growth,rapid growth,489,NA,1,NA
dri weight,dry weight,488,NA,1,NA
environment sustain,environmental sustainability,488,0,NA,NA
food qualiti,food quality,488,NA,1,NA
forest soil,forest soil,488,0,NA,NA
insecta,insecta,488,0,NA,NA
molecul,molecules,488,0,NA,NA
morpholog variat,morphological variation,488,NA,1,NA
weed control,weed control,488,NA,NA,1
crude protein,crude protein,487,NA,1,NA
model speci,model species,487,0,NA,NA
rang size,range size,487,NA,1,NA
studi explor,study explored,487,0,NA,NA
epitheli mesenchym transit,epithelial mesenchymal transition,486,0,NA,NA
seedl surviv,seedling survival,486,NA,1,NA
wast manag,waste management,486,NA,NA,1
annual grass,annual grass,485,0,NA,NA
indirect select,indirect selection,485,0,NA,NA
irrig water,irrigation water,485,NA,NA,1
volatil organ,volatile organic,485,NA,1,NA
acidif,acidification,484,NA,NA,1
activ energi,activation energy,484,0,NA,NA
breed method,breeding methods,484,0,NA,NA
factor includ,factors including,484,0,NA,NA
intern societi,international society,484,0,NA,NA
malonaldehyd,malonaldehyde,484,0,NA,NA
marin speci,marine species,484,0,NA,NA
paper present,paper presents,484,0,NA,NA
popul show,populations showed,484,0,NA,NA
reduct,reduction,484,0,NA,NA
specif function,specific functional,484,0,NA,NA
agricultur intensif,agricultural intensification,483,NA,NA,1
biodivers hotspot,biodiversity hotspot,483,0,NA,NA
edg effect,edge effect,483,NA,NA,1
energi dispers,energy dispersive,483,0,NA,NA
plastic pollut,plastic pollution,483,NA,NA,1
content increas,content increased,482,0,NA,NA
ester,esters,482,0,NA,NA
leaf litter,leaf litter,482,NA,1,NA
posit affect,positively affected,482,0,NA,NA
progeni,progeny,482,0,NA,NA
show lower,showed lower,482,0,NA,NA
ethylen,ethylene,481,0,NA,NA
natur organ matter,natural organic matter,481,0,NA,NA
nutrit,nutrition,481,NA,1,NA
pregnanc,pregnancy,481,NA,1,NA
arachi hypogaea,arachis hypogaea,480,0,NA,NA
cell membran,cell membrane,480,0,NA,NA
connect,connectivity,480,0,NA,NA
marker-assist breed,marker-assisted breeding,480,0,NA,NA
plant chromosom,plant chromosome,480,0,NA,NA
reproduct behavior,reproductive behavior,480,NA,1,NA
water balanc,water balance,480,NA,1,NA
common speci,common species,479,0,NA,NA
competit advantag,competitive advantage,479,0,NA,NA
discrimin analysi,discriminant analysis,479,0,NA,NA
environment degrad,environmental degradation,479,NA,NA,1
pollen,pollen,479,NA,1,NA
altitudin gradient,altitudinal gradient,478,0,NA,NA
clinic articl,clinical article,478,0,NA,NA
grain number,grain number,478,NA,1,NA
indic speci,indicator species,478,0,NA,NA
innat immun,innate immunity,478,NA,1,NA
journal compil,journal compilation,478,0,NA,NA
nutrient dynam,nutrient dynamics,478,NA,1,NA
empir studi,empirical studies,477,0,NA,NA
fine root,fine root,477,NA,1,NA
lesser extent,lesser extent,477,0,NA,NA
lycopersicon esculentum,lycopersicon esculentum,477,0,NA,NA
root trait,root traits,477,NA,1,NA
bacteri virul,bacterial virulence,476,0,NA,NA
chain reaction,chain reaction,476,0,NA,NA
chang biolog publish,change biology published,476,0,NA,NA
environment restor and remedi,environmental restoration and remediation,476,0,NA,NA
global chang biolog publish,global change biology published,476,0,NA,NA
grassland speci,grassland species,476,0,NA,NA
suitabl habitat,suitable habitat,476,0,NA,NA
western blot,western blotting,476,0,NA,NA
breed line,breeding lines,475,0,NA,NA
increas grain,increased grain,475,NA,1,NA
irrig treatment,irrigation treatments,475,NA,NA,1
diffus,diffusion,474,0,NA,NA
carbon isotop discrimin,carbon isotope discrimination,473,0,NA,NA
electron,electron,473,0,NA,NA
rapid chang,rapidly changing,473,0,NA,NA
speci turnov,species turnover,473,0,NA,NA
weather,weather,473,NA,NA,1
flavonoid,flavonoid,472,0,NA,NA
genet materi,genetic material,472,0,NA,NA
global biodivers,global biodiversity,472,0,NA,NA
group composit,group composition,472,0,NA,NA
landform,landforms,472,0,NA,NA
passerin,passerine,472,0,NA,NA
riparian veget,riparian vegetation,472,0,NA,NA
environment issu,environmental issues,471,NA,NA,1
foliar applic,foliar application,471,0,NA,NA
green space,green spaces,471,NA,NA,1
strong depend,strongly dependent,471,0,NA,NA
trait variabl,trait variability,471,NA,1,NA
genet associ studi,genetic association studies,470,NA,NA,NA
plant show,plants showed,470,0,NA,NA
speci identif,species identification,470,0,NA,NA
correspond analysi,correspondence analysis,469,0,NA,NA
environment contamin,environmental contamination,469,NA,NA,1
environment heterogen,environmental heterogeneity,469,0,NA,NA
forest dynam,forest dynamics,469,0,NA,NA
grassland communiti,grassland communities,469,0,NA,NA
major abiot,major abiotic,469,0,NA,NA
moder drought,moderate drought,469,NA,NA,1
phytomass,phytomass,469,NA,1,NA
actinobacteria,actinobacteria,468,0,NA,NA
agricultur robot,agricultural robots,467,0,NA,NA
current research,current research,467,0,NA,NA
domest,domestication,467,NA,NA,1
growth regul,growth regulator,467,0,NA,NA
major driver,major driver,467,0,NA,NA
mesocosm,mesocosm,467,0,NA,NA
metal oxid,metal oxide,467,NA,NA,1
metal remov,metal removal,467,NA,NA,1
organ function group,organic functional groups,467,NA,1,NA
posit impact,positive impact,467,0,NA,NA
adsorpt effici,adsorption efficiency,466,NA,1,NA
denitrif,denitrification,466,NA,1,NA
hierarch cluster,hierarchical clustering,466,0,NA,NA
high-throughput phenotyp,high-throughput phenotyping,466,0,NA,NA
microclim,microclimate,466,0,NA,NA
microsatellit repeat,microsatellite repeats,466,0,NA,NA
phylogenet relationship,phylogenetic relationships,466,0,NA,NA
abund function,abundant functional,465,NA,1,NA
econom and social effect,economic and social effects,465,0,NA,NA
"rna, ribosomal, 16s","rna, ribosomal, 16s",465,0,NA,NA
activ sludg,activated sludge,464,0,NA,NA
fit trait,fitness traits,464,NA,1,NA
forest patch,forest patches,464,NA,NA,1
immun system,immune system,464,NA,1,NA
major environment,major environmental,464,0,NA,NA
phenotyp respons,phenotypic responses,464,NA,1,NA
posit influenc,positively influenced,464,0,NA,NA
starch,starch,464,0,NA,NA
climat event,climatic events,463,NA,NA,1
ecosystem engin,ecosystem engineers,463,0,NA,NA
potenti candid,potential candidate,463,0,NA,NA
solanum tuberosum,solanum tuberosum,463,0,NA,NA
strong effect,strong effects,463,0,NA,NA
result impli,results imply,462,0,NA,NA
soil chemistri,soil chemistry,462,NA,NA,1
stoichiometri,stoichiometry,462,NA,1,NA
veget stage,vegetative stage,462,NA,1,NA
electrolyt,electrolytes,461,0,NA,NA
import find,important findings,461,0,NA,NA
analysi identifi,analysis identified,460,0,NA,NA
earli flower,early flowering,460,0,NA,NA
ecotox,ecotoxicity,460,NA,NA,1
farm practic,farming practices,460,NA,NA,1
product worldwid,production worldwide,460,0,NA,NA
simul model,simulation model,460,0,NA,NA
total organ,total organic,460,NA,1,NA
blood,blood,459,NA,1,NA
cattl breed,cattle breeds,459,NA,NA,1
invas ecolog,invasion ecology,459,NA,NA,1
sexual select,sexual selection,459,0,NA,NA
substrat,substrates,459,0,NA,NA
anxieti inventori,anxiety inventory,458,0,NA,NA
atmospher deposit,atmospheric deposition,458,0,NA,NA
biolog activ,biological activity,458,0,NA,NA
complex interact,complex interactions,458,0,NA,NA
dairi farm,dairy farming,458,NA,NA,1
densiti function,density functional,458,NA,0,NA
random select,randomly selected,458,0,NA,NA
daphnia,daphnia,457,0,NA,NA
desicc,desiccation,457,NA,1,NA
electrolyt leakag,electrolyte leakage,457,0,NA,NA
higher grain,higher grain,457,NA,1,NA
hydrolysi,hydrolysis,457,0,NA,NA
phenotyp divers,phenotypic diversity,457,NA,1,NA
provid inform,provide information,457,0,NA,NA
royal entomolog,royal entomological,457,0,NA,NA
royal entomolog societi,royal entomological society,457,0,NA,NA
tumor cell,tumor cells,457,NA,1,NA
mortal rate,mortality rates,456,NA,1,NA
polymeras chain,polymerase chain,456,0,NA,NA
whole genom sequenc,whole genome sequencing,456,0,NA,NA
batch experi,batch experiments,455,0,NA,NA
fagus sylvatica,fagus sylvatica,455,0,NA,NA
microsatellit dna,microsatellite dna,455,0,NA,NA
apoidea,apoidea,454,0,NA,NA
burn,burn,454,NA,NA,1
climat resili,climate resilience,454,NA,1,NA
dissolut,dissolution,454,NA,1,NA
habitat condit,habitat conditions,454,NA,NA,1
plant phenotyp,plant phenotyping,454,NA,0,NA
deleteri effect,deleterious effects,453,NA,1,NA
ecolog effect,ecological effects,453,0,NA,NA
nativ veget,native vegetation,453,0,NA,NA
natur reserv,nature reserve,453,0,NA,NA
random block design,randomized block design,453,0,NA,NA
salt toler,salt tolerance,453,NA,1,NA
transgen,transgene,453,0,NA,NA
color agent,coloring agents,452,0,NA,NA
river water,river water,452,0,NA,NA
trait express,trait expression,452,NA,1,NA
chang effect,change effects,451,0,NA,NA
ionic liquid,ionic liquids,451,0,NA,NA
mass fragmentographi,mass fragmentography,451,0,NA,NA
plant-pollin interact,plant-pollinator interaction,451,0,NA,NA
propagul pressur,propagule pressure,451,0,NA,NA
prospect studi,prospective study,451,0,NA,NA
singl speci,single species,451,0,NA,NA
standard deviat,standard deviation,451,0,NA,NA
cicer arietinum,cicer arietinum,450,0,NA,NA
deficit stress,deficit stress,450,NA,1,NA
differ veget,difference vegetation,450,0,NA,NA
function analysi,functional analysis,450,0,NA,NA
maximum temperatur,maximum temperature,450,NA,NA,1
soil qualiti,soil quality,450,NA,NA,1
carbon assimil,carbon assimilation,449,NA,1,NA
increas level,increased levels,449,0,NA,NA
molecular basi,molecular basis,449,0,NA,NA
defens mechan,defense mechanism,448,NA,1,NA
factor limit,factor limiting,448,0,NA,NA
inbreed,inbreeding,448,0,NA,NA
plant structur,plant structures,448,0,NA,NA
allel frequenc,allele frequencies,447,NA,1,NA
bacteri gene,bacterial gene,447,0,NA,NA
confid interv,confidence interval,447,0,NA,NA
facilit,facilitation,447,0,NA,NA
in vivo studi,in vivo study,447,0,NA,NA
temper grassland,temperate grassland,447,0,NA,NA
chile,chile,446,0,NA,NA
dissolv organ carbon,dissolved organic carbon,446,NA,NA,1
immunolog,immunology,446,0,NA,NA
popul deriv,population derived,446,0,NA,NA
drive forc,driving force,445,0,NA,NA
fossil fuel,fossil fuels,445,NA,NA,1
graphic abstract,graphical abstract,445,0,NA,NA
oil spill,oil spill,445,NA,NA,1
speci ident,species identity,445,0,NA,NA
detoxif,detoxification,444,NA,1,NA
ecosystem dynam,ecosystem dynamics,444,0,NA,NA
fruit qualiti,fruit quality,444,NA,1,NA
gene mutat,gene mutation,444,NA,1,NA
indian societi,indian society,444,0,NA,NA
maiz hybrid,maize hybrids,444,0,NA,NA
moistur condit,moisture conditions,444,NA,NA,1
non-nat plant,non-native plant,444,NA,NA,1
organ function,organic functional,444,NA,1,NA
sexual matur,sexual maturity,444,NA,1,NA
water column,water column,444,0,NA,NA
annual variat,annual variation,443,0,NA,NA
benefici effect,beneficial effects,443,0,NA,NA
chang signific,changed significantly,443,0,NA,NA
deficit irrig,deficit irrigation,443,NA,NA,1
earli matur,early maturity,443,0,NA,NA
molecular dynam,molecular dynamics,443,0,NA,NA
proteobacteria,proteobacteria,443,0,NA,NA
seed bank,seed bank,443,NA,1,NA
differ veget index,difference vegetation index,442,0,NA,NA
diptera,diptera,442,0,NA,NA
function theori,functional theory,442,0,NA,NA
reaction norm,reaction norms,442,0,NA,NA
surfac chemistri,surface chemistry,442,0,NA,NA
behavior,behavior,441,NA,1,NA
express analysi,expression analysis,441,0,NA,NA
filtrat,filtration,441,0,NA,NA
plant reproduct,plant reproduction,441,NA,1,NA
respir,respiration,441,NA,1,NA
signific relat,significantly related,441,0,NA,NA
songbird,songbird,441,0,NA,NA
tumor growth,tumor growth,441,NA,1,NA
meadow,meadow,440,0,NA,NA
perciform,perciform,440,0,NA,NA
phylogeographi,phylogeography,440,0,NA,NA
studi confirm,study confirms,440,0,NA,NA
genom dna,genomic dna,439,0,NA,NA
introduc popul,introduced populations,439,NA,NA,1
multivari analys,multivariate analyses,439,0,NA,NA
biopolym,biopolymers,438,0,NA,NA
fragment length,fragment length,438,0,NA,NA
generalist,generalist,438,0,NA,NA
genet factor,genetic factors,438,0,NA,NA
nativ communiti,native communities,438,0,NA,NA
oxid damag,oxidative damage,438,NA,1,?
cereal crop,cereal crops,437,0,NA,NA
pastur,pasture,437,NA,NA,1
plant paramet,plant parameters,437,0,NA,NA
water use,water use,437,NA,NA,1
analysi base,analysis based,436,0,NA,NA
chemic contamin,chemical contamination,436,NA,NA,1
water deficit stress,water deficit stress,436,NA,1,NA
environment constraint,environmental constraints,435,NA,NA,1
enzymat activ,enzymatic activities,435,NA,1,NA
health status,health status,435,NA,1,NA
kinet studi,kinetic studies,435,0,NA,NA
natur conserv,nature conservation,435,0,NA,NA
cohort analysi,cohort analysis,434,0,NA,NA
enhanc plant,enhance plant,434,0,NA,NA
epigenet,epigenetics,434,0,NA,NA
habitat degrad,habitat degradation,434,NA,NA,1
mexico,mexico,434,0,NA,NA
morpholog featur,morphological features,434,0,NA,NA
publish limit,publishing limited,434,0,NA,NA
studi popul,studied populations,434,0,NA,NA
adapt capac,adaptive capacity,433,0,NA,NA
amino group,amino groups,433,0,NA,NA
fungal pathogen,fungal pathogen,433,0,NA,NA
portug,portugal,433,0,NA,NA
wiley-vch verlag,wiley-vch verlag,433,0,NA,NA
cyprinid,cyprinid,432,0,NA,NA
elev,elevation,432,0,NA,NA
evolutionari potenti,evolutionary potential,432,0,NA,NA
subleth effect,sublethal effect,432,0,NA,NA
chines journal,chinese journal,431,0,NA,NA
desert,desert,431,0,NA,NA
genotyp show,genotypes showed,431,0,NA,NA
length polymorph,length polymorphism,431,0,NA,NA
qualiti paramet,quality parameters,431,0,NA,NA
small mammal,small mammals,431,0,NA,NA
glycin max,glycine max,430,0,NA,NA
mate system,mating system,430,NA,1,NA
sever drought stress,severe drought stress,430,NA,NA,1
show similar,showed similar,430,0,NA,NA
strong select,strong selection,430,0,NA,NA
asteracea,asteraceae,429,0,NA,NA
doubl haploid,doubled haploid,429,0,NA,NA
factor drive,factors driving,429,0,NA,NA
heavi metal contamin,heavy metal contamination,429,NA,NA,1
methylen blue,methylene blue,429,0,NA,NA
spectrum analysi,spectrum analysis,429,0,NA,NA
biom,biome,428,0,NA,NA
cost,costs,428,0,NA,NA
litter,litter,428,NA,1,NA
normal differ veget index,normalized difference vegetation index,428,0,NA,NA
plant water relat,plant water relations,428,NA,1,NA
food grain,food grain,427,NA,1,NA
normal condit,normal conditions,427,0,NA,NA
normal differ veget,normalized difference vegetation,427,0,NA,NA
resin,resin,427,0,NA,NA
show strong,showed strong,427,0,NA,NA
spider,spider,427,0,NA,NA
thermal environ,thermal environments,427,NA,NA,1
abund function group,abundant functional groups,426,NA,1,NA
cation exchang capac,cation exchange capacity,426,0,NA,NA
communiti divers,community diversity,426,0,NA,NA
epitheli cell,epithelial cells,426,0,NA,NA
great signific,great significance,426,0,NA,NA
growth pattern,growth patterns,426,NA,1,NA
increas growth,increased growth,426,NA,1,NA
irradi,irradiation,426,0,NA,NA
meat,meat,426,0,NA,NA
oxygen demand,oxygen demand,426,NA,NA,1
root-shoot ratio,root-shoot ratio,426,NA,0,NA
structur trait,structural traits,426,NA,0,NA
climat nich,climatic niche,425,0,NA,NA
crustacea,crustacea,425,0,NA,NA
diseas,diseases,425,0,NA,NA
relat growth rate,relative growth rate,425,NA,1,NA
communiti trait,community traits,424,NA,1,NA
"evolution, molecular","evolution, molecular",424,0,NA,NA
gene overexpress,gene overexpression,424,NA,1,NA
human experi,human experiment,424,0,NA,NA
manur,manure,424,NA,NA,1
natur condit,natural conditions,424,0,NA,NA
ongo climat chang,ongoing climate change,424,NA,NA,1
spring wheat,spring wheat,424,0,NA,NA
cold,cold,423,NA,NA,1
forecast,forecasting,423,0,NA,NA
function group composit,functional group composition,423,NA,1,NA
manag system,management systems,423,0,NA,NA
medicago sativa,medicago sativa,423,0,NA,NA
picea abi,picea abies,423,0,NA,NA
pore structur,pore structure,423,0,NA,NA
present studi aim,present study aimed,423,0,NA,NA
temperatur treatment,temperature treatments,423,NA,NA,1
water-limit condit,water-limited conditions,423,NA,NA,1
cotton,cotton,422,0,NA,NA
drought avoid,drought avoidance,422,NA,1,NA
mitochondri dna,mitochondrial dna,422,0,NA,NA
temperatur condit,temperature conditions,422,NA,NA,1
trait combin,trait combinations,422,NA,1,NA
imag analysi,image analysis,421,0,NA,NA
intraspecif trait,intraspecific trait,421,NA,1,NA
nanomateri,nanomaterial,421,0,NA,NA
precipit (chemical),precipitation (chemical),421,NA,NA,1
