keyphrase_stem,keyphrase_eg,count,valid,trait,globalchange
daphnia,daphnia,457,0,,
desicc,desiccation,457,,1,
electrolyt leakag,electrolyte leakage,457,0,,
higher grain,higher grain,457,,1,
hydrolysi,hydrolysis,457,0,,
phenotyp divers,phenotypic diversity,457,,1,
provid inform,provide information,457,0,,
royal entomolog,royal entomological,457,0,,
royal entomolog societi,royal entomological society,457,0,,
tumor cell,tumor cells,457,,1,
mortal rate,mortality rates,456,,1,
polymeras chain,polymerase chain,456,0,,
whole genom sequenc,whole genome sequencing,456,0,,
batch experi,batch experiments,455,0,,
fagus sylvatica,fagus sylvatica,455,0,,
microsatellit dna,microsatellite dna,455,0,,
apoidea,apoidea,454,0,,
burn,burn,454,,,1
climat resili,climate resilience,454,,1,
dissolut,dissolution,454,,1,
habitat condit,habitat conditions,454,,,1
plant phenotyp,plant phenotyping,454,,0,
deleteri effect,deleterious effects,453,,1,
ecolog effect,ecological effects,453,0,,
nativ veget,native vegetation,453,0,,
natur reserv,nature reserve,453,0,,
random block design,randomized block design,453,0,,
salt toler,salt tolerance,453,,1,
transgen,transgene,453,0,,
color agent,coloring agents,452,0,,
river water,river water,452,0,,
trait express,trait expression,452,,1,
chang effect,change effects,451,0,,
ionic liquid,ionic liquids,451,0,,
mass fragmentographi,mass fragmentography,451,0,,
plant-pollin interact,plant-pollinator interaction,451,0,,
propagul pressur,propagule pressure,451,0,,
prospect studi,prospective study,451,0,,
singl speci,single species,451,0,,
standard deviat,standard deviation,451,0,,
cicer arietinum,cicer arietinum,450,0,,
deficit stress,deficit stress,450,,1,
differ veget,difference vegetation,450,0,,
function analysi,functional analysis,450,0,,
maximum temperatur,maximum temperature,450,,,1
soil qualiti,soil quality,450,,,1
carbon assimil,carbon assimilation,449,,1,
increas level,increased levels,449,0,,
molecular basi,molecular basis,449,0,,
defens mechan,defense mechanism,448,,1,
factor limit,factor limiting,448,0,,
inbreed,inbreeding,448,0,,
plant structur,plant structures,448,0,,
allel frequenc,allele frequencies,447,,1,
bacteri gene,bacterial gene,447,0,,
confid interv,confidence interval,447,0,,
facilit,facilitation,447,0,,
in vivo studi,in vivo study,447,0,,
temper grassland,temperate grassland,447,0,,
chile,chile,446,0,,
dissolv organ carbon,dissolved organic carbon,446,,,1
immunolog,immunology,446,0,,
popul deriv,population derived,446,0,,
drive forc,driving force,445,0,,
fossil fuel,fossil fuels,445,,,1
graphic abstract,graphical abstract,445,0,,
oil spill,oil spill,445,,,1
speci ident,species identity,445,0,,
detoxif,detoxification,444,,1,
ecosystem dynam,ecosystem dynamics,444,0,,
fruit qualiti,fruit quality,444,,1,
gene mutat,gene mutation,444,,1,
indian societi,indian society,444,0,,
maiz hybrid,maize hybrids,444,0,,
moistur condit,moisture conditions,444,,,1
non-nat plant,non-native plant,444,,,1
organ function,organic functional,444,,1,
sexual matur,sexual maturity,444,,1,
water column,water column,444,0,,
annual variat,annual variation,443,0,,
benefici effect,beneficial effects,443,0,,
chang signific,changed significantly,443,0,,
deficit irrig,deficit irrigation,443,,,1
earli matur,early maturity,443,0,,
molecular dynam,molecular dynamics,443,0,,
proteobacteria,proteobacteria,443,0,,
seed bank,seed bank,443,,1,
differ veget index,difference vegetation index,442,0,,
diptera,diptera,442,0,,
function theori,functional theory,442,0,,
reaction norm,reaction norms,442,0,,
surfac chemistri,surface chemistry,442,0,,
behavior,behavior,441,,1,
express analysi,expression analysis,441,0,,
filtrat,filtration,441,0,,
plant reproduct,plant reproduction,441,,1,
respir,respiration,441,,1,
signific relat,significantly related,441,0,,
songbird,songbird,441,0,,
tumor growth,tumor growth,441,,1,
meadow,meadow,440,0,,
perciform,perciform,440,0,,
phylogeographi,phylogeography,440,0,,
studi confirm,study confirms,440,0,,
genom dna,genomic dna,439,0,,
introduc popul,introduced populations,439,,,1
multivari analys,multivariate analyses,439,0,,
biopolym,biopolymers,438,0,,
fragment length,fragment length,438,0,,
generalist,generalist,438,0,,
genet factor,genetic factors,438,0,,
nativ communiti,native communities,438,0,,
oxid damag,oxidative damage,438,,1,?
cereal crop,cereal crops,437,0,,
pastur,pasture,437,,,1
plant paramet,plant parameters,437,0,,
water use,water use,437,,,1
analysi base,analysis based,436,0,,
chemic contamin,chemical contamination,436,,,1
water deficit stress,water deficit stress,436,,1,
environment constraint,environmental constraints,435,,,1
enzymat activ,enzymatic activities,435,,1,
health status,health status,435,,1,
kinet studi,kinetic studies,435,0,,
natur conserv,nature conservation,435,0,,
cohort analysi,cohort analysis,434,0,,
enhanc plant,enhance plant,434,0,,
epigenet,epigenetics,434,0,,
habitat degrad,habitat degradation,434,,,1
mexico,mexico,434,0,,
morpholog featur,morphological features,434,0,,
publish limit,publishing limited,434,0,,
studi popul,studied populations,434,0,,
adapt capac,adaptive capacity,433,0,,
amino group,amino groups,433,0,,
fungal pathogen,fungal pathogen,433,0,,
portug,portugal,433,0,,
wiley-vch verlag,wiley-vch verlag,433,0,,
cyprinid,cyprinid,432,0,,
elev,elevation,432,0,,
evolutionari potenti,evolutionary potential,432,0,,
subleth effect,sublethal effect,432,0,,
chines journal,chinese journal,431,0,,
desert,desert,431,0,,
genotyp show,genotypes showed,431,0,,
length polymorph,length polymorphism,431,0,,
qualiti paramet,quality parameters,431,0,,
small mammal,small mammals,431,0,,
glycin max,glycine max,430,0,,
mate system,mating system,430,,1,
sever drought stress,severe drought stress,430,,,1
show similar,showed similar,430,0,,
strong select,strong selection,430,0,,
asteracea,asteraceae,429,0,,
doubl haploid,doubled haploid,429,0,,
factor drive,factors driving,429,0,,
heavi metal contamin,heavy metal contamination,429,,,1
methylen blue,methylene blue,429,0,,
spectrum analysi,spectrum analysis,429,0,,
biom,biome,428,0,,
cost,costs,428,0,,
litter,litter,428,,1,
normal differ veget index,normalized difference vegetation index,428,0,,
plant water relat,plant water relations,428,,1,
food grain,food grain,427,,1,
normal condit,normal conditions,427,0,,
normal differ veget,normalized difference vegetation,427,0,,
resin,resin,427,0,,
show strong,showed strong,427,0,,
spider,spider,427,0,,
thermal environ,thermal environments,427,,,1
abund function group,abundant functional groups,426,,1,
cation exchang capac,cation exchange capacity,426,0,,
communiti divers,community diversity,426,0,,
epitheli cell,epithelial cells,426,0,,
great signific,great significance,426,0,,
growth pattern,growth patterns,426,,1,
increas growth,increased growth,426,,1,
irradi,irradiation,426,0,,
meat,meat,426,0,,
oxygen demand,oxygen demand,426,,,1
root-shoot ratio,root-shoot ratio,426,,0,
structur trait,structural traits,426,,0,
climat nich,climatic niche,425,0,,
crustacea,crustacea,425,0,,
diseas,diseases,425,0,,
relat growth rate,relative growth rate,425,,1,
communiti trait,community traits,424,,1,
"evolution, molecular","evolution, molecular",424,0,,
gene overexpress,gene overexpression,424,,1,
human experi,human experiment,424,0,,
manur,manure,424,,,1
natur condit,natural conditions,424,0,,
ongo climat chang,ongoing climate change,424,,,1
spring wheat,spring wheat,424,0,,
cold,cold,423,,,1
forecast,forecasting,423,0,,
function group composit,functional group composition,423,,1,
manag system,management systems,423,0,,
medicago sativa,medicago sativa,423,0,,
picea abi,picea abies,423,0,,
pore structur,pore structure,423,0,,
present studi aim,present study aimed,423,0,,
temperatur treatment,temperature treatments,423,,,1
water-limit condit,water-limited conditions,423,,,1
cotton,cotton,422,0,,
drought avoid,drought avoidance,422,,1,
mitochondri dna,mitochondrial dna,422,0,,
temperatur condit,temperature conditions,422,,,1
trait combin,trait combinations,422,,1,
imag analysi,image analysis,421,0,,
intraspecif trait,intraspecific trait,421,,1,
nanomateri,nanomaterial,421,0,,
precipit (chemical),precipitation (chemical),421,,,1
qinghai-xizang plateau,qinghai-xizang plateau,421,0,,
raman spectroscopi,raman spectroscopy,421,0,,
take place,takes place,421,0,,
function gene,functional genes,420,,1,
height growth,height growth,420,,1,
limit water,limited water,420,,,1
non-stress condit,non-stress conditions,420,,,1
sheep,sheep,420,0,,
sourc popul,source populations,420,0,,
tibetan plateau,tibetan plateau,420,0,,
trait contribut,traits contributing,420,,1,
biolog yield,biological yield,419,,1,
gene function,gene function,419,,1,
great import,great importance,419,0,,
health hazard,health hazard,419,,,1
molecular interact,molecular interaction,419,0,,
photosynthet effici,photosynthetic efficiency,419,0,,
adapt radiat,adaptive radiation,418,0,,
agricultur scienc,agricultural sciences,418,0,,
contact time,contact time,418,0,,
control environ,controlled environment,418,0,,
edibl grain,edible grain,418,,1,
fragment length polymorph,fragment length polymorphism,418,0,,
host parasit interact,host parasite interaction,418,0,,
hydrolog,hydrology,418,0,,
import ecolog,important ecological,418,0,,
old-growth forest,old-growth forest,418,0,,
sustain manag,sustainable management,418,0,,
addit,additives,417,0,,
arabidopsi protein,arabidopsis protein,417,0,,
ecosystem health,ecosystem health,417,0,,
urban forest,urban forest,417,,,1
vapor pressur deficit,vapor pressure deficit,417,0,,
agronom perform,agronomic performance,416,,1,
amino acid sequenc,amino acid sequence,416,0,,
bioenergi,bioenergy,416,0,,
breed valu,breeding values,416,,1,
freshwat fish,freshwater fishes,416,0,,
genet transcript,genetic transcription,416,0,,
local environ,local environment,416,0,,
wast water treatment plant,waste water treatment plant,416,,,1
benthic invertebr,benthic invertebrates,415,0,,
depress,depression,415,,1,
evolutionari chang,evolutionary change,415,0,,
solubl,solubility,415,,1,
stepp,steppe,415,0,,
allometri,allometry,414,,1,
arctic,arctic,414,0,,
arid,aridity,414,,,1
cattl farm,cattle farming,414,,,1
monocultur,monoculture,414,,,1
protein function,protein function,414,0,,
speci coexist,species coexistence,414,0,,
tissu,tissue,414,0,,
dynam,dynamics,413,0,,
germplasm collect,germplasm collection,413,0,,
phytotox,phytotoxicity,413,,1,
porous materi,porous materials,413,0,,
rate constant,rate constants,413,0,,
trait involv,traits involved,413,,1,
anim speci,animal species,412,0,,
critic thermal,critical thermal,412,0,,
individu level,individual level,412,0,,
local communiti,local communities,412,0,,
primari produc,primary producers,412,,,1
sex ratio,sex ratio,412,0,,
subtrop forest,subtropical forest,412,0,,
organ chemic,organic chemicals,411,,,1
spatial structur,spatial structure,411,0,,
studi compar,study compared,411,0,,
valuabl inform,valuable information,411,0,,
water hold capac,water holding capacity,411,,1,
american geophys,american geophysical,410,0,,
american geophys union,american geophysical union,410,0,,
coastal area,coastal areas,410,0,,
ecotyp,ecotype,410,0,,
geophys union,geophysical union,410,0,,
green alga,green alga,410,0,,
greenhous,greenhouse,410,0,,
higher elev,higher elevations,410,0,,
highest yield,highest yield,410,,1,
isol popul,isolated populations,410,0,,
latitud,latitude,410,0,,
taxonom composit,taxonomic composition,410,0,,
endocrin disruptor,endocrine disruptor,409,0,,
australasia,australasia,408,0,,
coal combust,coal combustion,408,,,1
soil-veget interact,soil-vegetation interaction,408,0,,
strong relat,strongly related,408,0,,
sweden,sweden,408,0,,
thermal limit,thermal limits,408,,1,
fluorocarbon,fluorocarbons,407,0,,
food suppli,food supply,407,,1,
geograph locat,geographic location,407,0,,
group base,groups based,407,0,,
montan forest,montane forest,407,0,,
pseudomona,pseudomonas,407,0,,
thermost,thermostability,407,0,,
nativ plant speci,native plant species,406,0,,
non-structur carbohydr,non-structural carbohydrates,406,0,,
physiolog perform,physiological performance,406,,1,
plant cover,plant cover,406,,,1
southern china,southern china,406,0,,
transcript regul,transcription regulation,406,0,,
influenc factor,influencing factors,405,0,,
phenotyp correl,phenotypic correlations,405,,1,
photocatalyt activ,photocatalytic activity,405,,1,
predict speci,predict species,405,0,,
sever water,severe water,405,,,1
trait anxieti,trait anxiety,405,,1,
warmer temperatur,warmer temperatures,405,,,1
carbohydr metabol,carbohydrate metabolism,404,,1,
composit materi,composite materials,404,0,,
genet modif,genetic modification,404,,1,
molecular sequenc data,molecular sequence data,404,0,,
natur water,natural water,404,0,,
nitrogen oxid,nitrogen oxides,404,,1,
nutrit status,nutritional status,404,,1,
reproduct fit,reproductive fitness,404,,1,
survey,surveys,404,0,,
advanc oxid process,advanced oxidation processes,403,0,,
phytochemistri,phytochemistry,403,0,,
plant nutrient,plant nutrient,403,,1,
reduc plant,reduced plant,403,0,,
research effort,research efforts,403,0,,
zeolit,zeolites,403,0,,
chemic trait,chemical traits,402,,1,
chloroplast,chloroplast,402,,1,
field observ,field observations,402,0,,
gene control,genes controlling,402,0,,
graft (chemical),grafting (chemical),402,0,,
academ journal,academic journals,401,0,,
divers pattern,diversity patterns,401,0,,
fourier-transform infrar spectroscopi,fourier-transform infrared spectroscopy,401,0,,
trait distribut,trait distributions,401,,1,
breed effort,breeding efforts,400,,1,
coval bond,covalent bond,400,0,,
ecolog factor,ecological factors,400,0,,
elev atmospher,elevated atmospheric,400,0,,
flow cytometri,flow cytometry,400,0,,
flower plant,flowering plants,400,0,,
host plant,host plant,400,0,,
marin organ,marine organisms,400,0,,
microbiom,microbiome,400,,1,
phragmit australi,phragmites australis,400,0,,
resourc use,resource use,400,,1,
social behavior,social behavior,400,,1,
tropic rainforest,tropical rainforest,400,0,,
urban gradient,urbanization gradient,400,,,1
bacillariophyta,bacillariophyta,399,0,,
daphnia magna,daphnia magna,399,0,,
plant surviv,plant survival,399,0,,
protein kinas,protein kinase,399,0,,
resourc manag,resource management,399,0,,
runoff,runoff,399,0,,
sever affect,severely affected,399,0,,
single-nucleotid polymorph,single-nucleotide polymorphisms,399,0,,
south african,south african,399,0,,
speci found,species found,399,0,,
speci present,species present,399,0,,
trait link,traits linked,399,,1,
biolog control agent,biological control agent,398,0,,
canopi architectur,canopy architecture,398,0,,
chemic fertil,chemical fertilizers,398,,,1
genet determin,genetic determinants,398,,1,
growth factor,growth factor,398,,1,
increas nitrogen,increasing nitrogen,398,,,1
nich breadth,niche breadth,398,,1,
plant stomata,plant stomata,398,,1,
present review,present review,398,0,,
reptil,reptile,398,0,,
found evid,found evidence,397,0,,
hatch,hatching,397,,1,
higher growth,higher growth,397,,1,
natur regener,natural regeneration,397,0,,
particl size analysi,particle size analysis,397,0,,
rural popul,rural population,397,0,,
special,specialization,397,0,,
strong evid,strong evidence,397,0,,
affect ecosystem,affect ecosystem,396,0,,
anthropogen sourc,anthropogenic source,396,,,1
assembl process,assembly processes,396,0,,
batch adsorpt,batch adsorption,396,0,,
effect method,effective method,396,0,,
extrem temperatur,extreme temperatures,396,,,1
remov mechan,removal mechanism,396,0,,
stress caus,stress caused,396,0,,
ultrastructur,ultrastructure,396,0,,
highest number,highest number,395,0,,
longitudin studi,longitudinal study,395,0,,
mesocosm experi,mesocosm experiment,395,0,,
titanium dioxid,titanium dioxide,395,0,,
aphid,aphid,394,0,,
environment concern,environmental concerns,394,0,,
oak,oak,394,0,,
ocean warm,ocean warming,394,,,1
previous identifi,previously identified,394,0,,
signific contribut,significant contribution,394,0,,
total variat,total variation,394,0,,
urea,urea,394,0,,
broad-leav forest,broad-leaved forest,393,0,,
industri effluent,industrial effluent,393,,,1
show greater,showed greater,393,0,,
higher abund,higher abundance,392,0,,
urgent need,urgently needed,392,0,,
bivalvia,bivalvia,391,0,,
nitrogen remov,nitrogen removal,391,,,1
potenti sourc,potential source,391,0,,
signific genotyp,significant genotypic,391,0,,
speci base,species based,391,0,,
comprehens understand,comprehensive understanding,390,0,,
econom spectrum,economics spectrum,390,,1,
exhibit greater,exhibited greater,390,0,,
habitat restor,habitat restoration,390,0,,
monitor,monitoring,390,0,,
photochemistri,photochemistry,390,0,,
reproduct perform,reproductive performance,390,,1,
sorghum,sorghum,390,0,,
world,world,390,0,,
feed group,feeding groups,389,,1,
increas attent,increasing attention,389,0,,
microhabitat,microhabitat,389,0,,
research work,research work,389,0,,
sequenc align,sequence alignment,389,0,,
specialist,specialist,389,0,,
tree ring,tree ring,389,0,,
chang climat condit,changing climatic conditions,388,0,,
"chromosomes, plant","chromosomes, plant",388,0,,
hold capac,holding capacity,388,0,,
insect pest,insect pests,388,,,1
physiolog societi,physiology society,388,0,,
plant physiolog societi,plant physiology society,388,0,,
pseudo-second order,pseudo-second order,388,0,,
riparian forest,riparian forest,388,0,,
scandinavian plant,scandinavian plant,388,0,,
scandinavian plant physiolog,scandinavian plant physiology,388,0,,
scandinavian plant physiolog societi,scandinavian plant physiology society,388,0,,
succession stage,successional stages,388,0,,
analysi confirm,analysis confirmed,387,0,,
identifi trait,identify traits,387,,1,
transit metal,transition metals,387,,,1
applic publish,applications published,386,0,,
gene ontolog,gene ontology,386,,1,
greenspac,greenspace,386,,,1
marker assist,marker assisted,386,0,,
mechan drive,mechanisms driving,386,0,,
model plant,model plant,386,0,,
polyethylen terephthal,polyethylene terephthalate,386,0,,
resourc util,resource utilization,386,,1,
chang condit,changing conditions,385,,,1
color,color,385,,1,
factori design,factorial design,385,0,,
function characterist,functional characteristics,385,,1,
reduct (chemistry),reduction (chemistry),385,0,,
seedl trait,seedling traits,385,,1,
tomato,tomato,385,0,,
understori plant,understory plant,385,0,,
embryo,embryo,384,0,,
grain legum,grain legume,384,0,,
polyvinyl chlorid,polyvinyl chloride,384,0,,
reduc graphen oxid,reduced graphene oxide,384,0,,
respons variabl,response variables,384,0,,
safeti margin,safety margin,384,0,,
season drought,seasonal drought,384,,,1
increas frequenc,increased frequency,383,0,,
northern hemispher,northern hemisphere,383,0,,
plant phenolog,plant phenology,383,,1,
river system,river system,383,0,,
shock protein,shock proteins,383,0,,
target speci,target species,383,0,,
control plot,control plots,382,0,,
fertil treatment,fertilization treatments,382,,,1
function dispers,functional dispersion,382,,1,
higher trophic,higher trophic,382,0,,
limit of detect,limit of detection,382,0,,
metal toler,metal tolerance,382,0,,
state-trait anxieti,state-trait anxiety,382,,1,
wheat grain,wheat grain,382,0,,
effect strategi,effective strategy,381,0,,
local climat,local climate,381,,,1
major sourc,major source,381,0,,
plant grow,plants growing,381,0,,
plant growth regul,plant growth regulators,381,0,,
pollut transport,pollution transport,381,,,1
signific larger,significantly larger,381,0,,
spike length,spike length,381,0,,
studi conduct,studies conducted,381,0,,
temperatur depend,temperature dependence,381,,1,
"behavior, anim","behavior, animal",380,,1,
cereal,cereal,380,0,,
climat chang effect,climate change effects,380,,,1
gene edit,gene editing,380,0,,
genet map,genetic mapping,380,0,,
higher relat,higher relative,380,0,,
intraspecif competit,intraspecific competition,380,0,,
light condit,light conditions,380,,,1
photocatalysi,photocatalysis,380,0,,
regress analys,regression analyses,380,0,,
seed size,seed size,380,,1,
trait analysi,trait analysis,380,0,,
chain length,chain length,379,0,,
chicken,chicken,379,0,,
decomposit rate,decomposition rates,379,,1,
forest landscap,forest landscapes,379,,,1
milk,milk,379,,1,
result illustr,results illustrate,379,0,,
tempor dynam,temporal dynamics,379,0,,
weather event,weather events,379,,,1
chelat,chelation,378,0,,
drought effect,drought effects,378,,,1
modifi biochar,modified biochar,378,0,,
activ function,active functional,377,0,,
arthropod communiti,arthropod communities,377,0,,
bacteriolog,bacteriology,377,0,,
conceptu model,conceptual model,377,0,,
identif method,identification method,377,0,,
potenti import,potentially important,377,0,,
toler cultivar,tolerant cultivars,377,,1,
densiti,density,376,0,,
forest habitat,forest habitats,376,0,,
genom resourc,genomic resources,376,0,,
improv understand,improved understanding,376,,,1
land cover,land cover,376,,,1
landscap chang,landscape change,376,,,1
pah,pah,376,0,,
potenti mechan,potential mechanisms,376,0,,
general combin,general combining,375,0,,
greenhous gas,greenhouse gas,375,0,,
limit number,limited number,375,0,,
ovi ari,ovis aries,375,0,,
qualit analysi,qualitative analysis,375,0,,
tandem mass spectrometri,tandem mass spectrometry,375,0,,
bryophyt,bryophytes,374,0,,
cobalt,cobalt,374,0,,
irrig (agriculture),irrigation (agriculture),374,,,1
probabl,probability,374,,,
signific declin,significant decline,374,0,,
treatment process,treatment processes,374,0,,
adsorpt site,adsorption sites,373,0,,
anim dispers,animal dispersal,373,,1,
biogeograph region,biogeographical region,373,0,,
biolog characterist,biological characteristics,373,0,,
close link,closely linked,373,0,,
energi consumpt,energy consumption,373,,1,
forest edg,forest edges,373,,,1
import determin,important determinant,373,0,,
statist analys,statistical analyses,373,0,,
water hold,water holding,373,,1,
deposit,deposition,372,,1,
nematoda,nematoda,372,0,,
plant scienc,plant science,372,0,,
reaction mechan,reaction mechanism,372,0,,
senesc,senescence,372,0,,
aggress,aggression,371,0,,
cancer stem cell,cancer stem cell,371,0,,
dispers distanc,dispersal distance,371,,1,
ecolog theori,ecological theory,371,0,,
fisheri manag,fishery management,371,0,,
higher specif,higher specific,371,0,,
long-term monitor,long-term monitoring,371,0,,
stomata,stomata,371,0,,
thermodynam paramet,thermodynamic parameters,371,0,,
diseas sever,disease severity,370,,1,
drug,drug,370,0,,
econom trait,economic traits,370,,1,
fluctuat asymmetri,fluctuating asymmetry,370,0,,
oxygen consumpt,oxygen consumption,370,,1,
photochem effici,photochemical efficiency,370,,1,
pollut monitor,pollution monitoring,370,,,1
popul differenti,population differentiation,370,0,,
root growth,root growth,370,,1,
sugar content,sugar content,370,,1,
tensil strength,tensile strength,370,,1,
biochem respons,biochemical responses,369,,1,
crystallin,crystallinity,369,,1,
differenti scan calorimetri,differential scanning calorimetry,369,0,,
dispers x-ray,dispersive x-ray,369,0,,
electrod,electrodes,369,0,,
experiment approach,experimental approach,369,0,,
factor contribut,factors contributing,369,0,,
flower phenolog,flowering phenology,369,,1,
inorgan compound,inorganic compound,369,0,,
liquid chromatography-mass spectrometri,liquid chromatography-mass spectrometry,369,0,,
picea,picea,369,0,,
synthesis,synthesised,369,0,,
hormon,hormone,368,,1,
mechanist model,mechanistic model,368,0,,
plant pathogen,plant pathogens,368,,1,
speci even,species evenness,368,0,,
speci select,species selection,368,0,,
varianc compon,variance components,368,0,,
water storag,water storage,368,,1,
air qualiti,air quality,367,,,1
alpin plant,alpine plant,367,0,,
blood sampl,blood samples,367,0,,
higher grain yield,higher grain yield,367,,1,
introgress line,introgression lines,367,0,,
ligand,ligand,367,0,,
pseudo-second order model,pseudo-second order model,367,0,,
studi identifi,study identified,367,0,,
vertebr,vertebrate,367,0,,
anim welfar,animal welfare,366,0,,
cytotox,cytotoxicity,366,,1,
extrem climat event,extreme climatic events,366,,,1
generalist speci,generalist species,366,0,,
interact mechan,interaction mechanisms,366,0,,
multipl linear regress,multiple linear regression,366,0,,
plant communiti structur,plant community structure,366,0,,
reproduc,reproducibility,366,0,,
biotransform,biotransformation,365,,,1
greater number,greater number,365,0,,
growth characterist,growth characteristics,365,,1,
health,health,365,,1,
neoplasm invas,neoplasm invasiveness,365,0,,
phosphorus content,phosphorus content,365,,1,
popul persist,population persistence,365,,1,
strong impact,strong impact,365,0,,
trait plastic,trait plasticity,365,,1,
anthropogen stressor,anthropogenic stressors,364,,,1
aranea,araneae,364,0,,
cancer growth,cancer growth,364,,1,
exhibit excel,exhibited excellent,364,0,,
homeostasi,homeostasis,364,0,,
larg variat,large variation,364,0,,
manag action,management actions,364,0,,
sorption mechan,sorption mechanism,364,,1,
structur characterist,structural characteristics,364,0,,
bind energi,binding energy,363,0,,
bryophyta,bryophyta,363,0,,
compar genom,comparative genomics,363,0,,
epidemiolog,epidemiology,363,0,,
habitat manag,habitat management,363,0,,
high invas,highly invasive,363,,,1
hymenoptera,hymenoptera,363,0,,
inbreed depress,inbreeding depression,363,,1,
local condit,local conditions,363,0,,
marker-trait associ,marker-trait associations,363,0,,
molecular character,molecular characterization,363,0,,
nitrogen uptak,nitrogen uptake,363,,1,
polish academi,polish academy,363,0,,
secondari pollut,secondary pollution,363,,,1
siderophor,siderophore,363,0,,
urban plan,urban planning,363,0,,
veget composit,vegetation composition,363,0,,
cell wall,cell wall,362,0,,
cold toler,cold tolerance,362,,1,
environment restor,environmental restoration,362,0,,
high divers,highly diverse,362,0,,
magnetit,magnetite,362,0,,
manag,management,362,0,,
open-top chamber,open-top chambers,362,0,,
research station,research station,362,0,,
small popul,small populations,362,0,,
yield attribut,yield attributes,362,,1,
antioxid capac,antioxidant capacity,361,,1,
energi dispers x-ray,energy dispersive x-ray,361,0,,
geograph distanc,geographic distance,361,,1,
growth model,growth model,361,,1,
microcosm,microcosm,361,0,,
nanofib,nanofibers,361,0,,
properti,property,361,0,,
rangeland,rangeland,361,0,,
carbon flux,carbon flux,360,,1,
ecolog indic,ecological indicators,360,0,,
editori board,editorial board,360,0,,
energi,energy,360,0,,
higher plant,higher plant,360,0,,
physiolog adapt,physiological adaptation,360,,1,
spatial variabl,spatial variability,360,0,,
speci includ,species including,360,0,,
temperatur variat,temperature variation,360,,,1
gene regulatori network,gene regulatory network,359,0,,
phenotyp select,phenotypic selection,359,,1,
suscept index,susceptibility index,359,,1,
switzerland,switzerland,359,0,,
treatment signific,treatment significantly,359,0,,
water retent,water retention,359,,1,
cell death,cell death,358,,1,
intraspecif variabl,intraspecific variability,358,0,,
lactat,lactation,358,,1,
promis approach,promising approach,358,0,,
review focus,review focuses,358,0,,
speci differenti,species differentiation,358,0,,
turtl,turtle,358,0,,
azo dye,azo dyes,357,0,,
biolog uptak,biological uptake,357,0,,
carcinogenesi,carcinogenesis,357,0,,
hydraul safeti,hydraulic safety,357,0,,
indoleacet acid,indoleacetic acid,357,0,,
invad rang,invaded range,357,0,,
organ solvent,organic solvents,357,,,1
remain larg unknown,remains largely unknown,357,0,,
sediment pollut,sediment pollution,357,,,1
similar pattern,similar patterns,357,0,,
squamata,squamata,357,0,,
terrestri plant,terrestrial plants,357,0,,
transpir rate,transpiration rates,357,0,,
western australia,western australia,357,0,,
approach base,approach based,356,0,,
drought-toler genotyp,drought-tolerant genotypes,356,,1,
environment qualiti,environmental quality,356,,,1
epithelial-mesenchym transit,epithelial-mesenchymal transition,356,0,,
higher latitud,higher latitudes,356,0,,
highest level,highest level,356,0,,
interv map,interval mapping,356,0,,
metabol trait,metabolic traits,356,,1,
aquat insect,aquatic insects,355,0,,
environment adapt,environmental adaptation,355,0,,
group show,groups showed,355,0,,
import environment,important environmental,355,0,,
maintain higher,maintained higher,355,0,,
percept,perception,355,0,,
south china,south china,355,0,,
urban develop,urban development,355,,,1
wast,waste,355,,,1
biocompat,biocompatibility,354,0,,
breed system,breeding system,354,,1,
ecolog respons,ecological responses,354,0,,
ecolog status,ecological status,354,0,,
fungal diseas,fungal disease,354,,1,
import predictor,important predictors,354,0,,
inhibit,inhibition,354,0,,
maiz plant,maize plants,354,0,,
neotrop region,neotropical region,354,0,,
pond,pond,354,0,,
promot plant,promote plant,354,0,,
public domain,public domain,354,0,,
refer genom,reference genome,354,0,,
resprout,resprouting,354,,1,
root depth,rooting depth,354,,1,
urban growth,urban growth,354,,,1
cell viabil,cell viability,353,,1,
genotyp environ interact,genotype environment interaction,353,0,,
gradual increas,gradually increased,353,0,,
resist,resistance,353,,1,
water consumpt,water consumption,353,,1,
bacterium identif,bacterium identification,352,0,,
cell movement,cell movement,352,,1,
climat adapt,climate adaptation,352,,1,
competit interact,competitive interactions,352,0,,
content decreas,content decreased,352,0,,
critic review,critical review,352,0,,
diseas transmiss,disease transmission,352,,1,
function feed group,functional feeding groups,352,,1,
genet base,genetically based,352,0,,
geograph pattern,geographic patterns,352,0,,
larval stage,larval stage,352,,1,
macroalga,macroalga,352,0,,
peroxidas,peroxidase,352,0,,
persist organ pollut,persistent organic pollutant,352,,,1
solubl solid,soluble solids,352,,,1
tissu densiti,tissue density,352,,1,
carbon dioxid enrich,carbon dioxide enrichment,351,0,,
cross breed,cross breeding,351,,1,
invas biolog,invasion biology,351,,,1
locomot,locomotion,351,,1,
microscopi,microscopy,351,0,,
parent line,parental lines,351,0,,
poor studi,poorly studied,351,0,,
environment assess,environmental assessment,350,0,,
exchang capac,exchange capacity,350,0,,
extracellular matrix,extracellular matrix,350,0,,
global environment chang,global environmental change,350,,,1
net primari product,net primary production,350,,,1
nitrif,nitrification,350,,,1
present result,present results,350,0,,
solvent,solvents,350,,,1
standard,standard,350,0,,
wheat plant,wheat plants,350,0,,
wider rang,wider range,350,0,,
adhes,adhesion,349,0,,
